2022-07-25T10:47:44.142+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:47:45.933+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:47:47.781+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:47:50.227+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:47:51.262+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:47:52.263+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:47:53.263+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:47:54.264+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:47:55.278+02:00,IdeState,Active,TaskTracker,*,1,0
2022-07-25T10:47:56.288+02:00,IdeState,Active,TaskTracker,*,1,0
2022-07-25T10:47:57.293+02:00,IdeState,Active,TaskTracker,*,1,0
2022-07-25T10:47:58.296+02:00,IdeState,Active,TaskTracker,*,1,0
2022-07-25T10:47:59.296+02:00,IdeState,Active,TaskTracker,*,1,0
2022-07-25T10:48:00.297+02:00,IdeState,Active,TaskTracker,*,1,0
2022-07-25T10:48:01.298+02:00,IdeState,Active,TaskTracker,*,1,0
2022-07-25T10:48:02.299+02:00,IdeState,Active,TaskTracker,*,1,0
2022-07-25T10:48:03.299+02:00,IdeState,Active,TaskTracker,*,1,0
2022-07-25T10:48:04.302+02:00,IdeState,Active,TaskTracker,*,1,0
2022-07-25T10:48:05.304+02:00,IdeState,Active,TaskTracker,*,1,0
2022-07-25T10:48:06.305+02:00,IdeState,Active,TaskTracker,*,1,0
2022-07-25T10:48:07.310+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:08.313+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:09.319+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:10.321+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:11.321+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:12.325+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:13.329+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:14.331+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:15.332+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:16.335+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:17.340+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:18.343+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:19.344+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:20.347+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:21.350+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:22.352+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:23.357+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:24.361+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:25.365+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:26.368+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:27.373+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:28.376+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:29.381+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:30.386+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:31.390+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:32.393+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:33.397+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:34.400+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:35.405+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:36.410+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:37.413+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:38.417+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:39.417+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:40.418+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:41.419+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:42.422+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:43.426+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:44.431+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:45.434+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:46.437+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:47.443+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:48.447+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:49.447+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:50.448+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:51.453+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:52.456+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:53.460+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:54.463+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:55.464+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:56.468+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:57.471+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:58.476+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:48:59.481+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:49:00.484+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:49:01.489+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:49:02.494+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:49:03.497+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:49:04.499+02:00,IdeState,Inactive,,*,-1,-1
2022-07-25T10:49:14.632+02:00,IdeState,Inactive,,*,-1,-1
